201,1,,0.218571428571,0.176102938357,0.17,0.131800715368,0.307142857143,0.208786581788,0.315714285714,0.168426087465,0.46,0.41142030415,0.474285714286,0.400387567341,0.238571428571,0.0827092275779,0.345714285714,0.206871743763,0.374285714286,0.279175169939,0.1,0.0729383301152,0.24,0.139283882772,0.224285714286,0.187224627719,0.16,0.085523597412,0.227142857143,0.214856382977,0.216666666667,0.152825245151,0.0
202,2,,0.282,0.220581050863,0.338,0.0526877594893,0.386,0.185105375395,0.356,0.22186482371,0.626666666667,0.281108915231,0.34,0.199198393568,0.272,0.111606451426,0.322,0.093680307429,0.39,0.360388679067,0.37,0.25,0.314,0.0993176721435,0.458,0.207402989371,0.274,0.0891291198206,0.546,0.396111095528,0.133333333333,0.0377123616633,28.4210526316
204,2,,0.413333333333,0.416599994666,0.68,0.48538644398,0.241666666667,0.0839477350631,0.651666666667,0.459543855965,0.45,0.387878847064,0.303333333333,0.415438189011,0.23,0.104562580942,0.476666666667,0.517773009039,0.135,0.0599305153212,0.432,0.321956518803,0.265,0.175760253376,0.506666666667,0.345189159093,0.156666666667,0.0570574758954,0.658333333333,0.515474430878,13.829787234
205,2,,0.876666666667,0.945421716602,0.638333333333,0.469979313966,0.332,0.0601331855135,0.853333333333,0.736176307385,0.75,0.481456124688,0.521666666667,0.51566839043,0.645,0.679920338471,0.498333333333,0.231762570077,0.328333333333,0.0470519807116,0.42,0.192006944319,0.513333333333,0.381648471182,0.311666666667,0.0484481395125,0.311666666667,0.06039223644,0.506666666667,0.353160335007,0.313333333333,0.0368178700573,14.7368421053
206,2,,0.125,0.0262995563968,0.518333333333,0.668017381677,0.405,0.559188399975,0.796666666667,0.940065009572,0.16,0.0,0.095,0.0464578662159,0.16,0.143410831762,0.141666666667,0.117957148528,0.533333333333,0.826532247136,0.5875,0.645266417846,0.225,0.189186856485,0.131666666667,0.120057856423,0.181666666667,0.112607972877,1.44833333333,0.933888227906,0.766,1.33426534093,13.6842105263
207,2,,0.983333333333,1.07963985765,0.76,0.639817682365,0.338333333333,0.404162371111,1.24166666667,0.890737833983,0.3,0.082865352631,0.813333333333,1.05856296721,0.771666666667,1.00597244274,0.598333333333,0.627519366678,0.306666666667,0.190758719038,1.21666666667,0.253026129525,0.921666666667,0.65333545918,0.723333333333,0.812561108813,0.335,0.411410176507,1.06666666667,0.6506065546,0.865,0.720780826604,13.6842105263
208,2,,0.568,0.102058806577,1.154,0.851600845467,0.522,0.116687617167,0.808,0.441243696839,0.465,0.0585234995536,0.598,0.146478667389,0.576,0.095414883535,0.598,0.222925996689,0.594,0.184238975247,0.493333333333,0.0684754619472,0.566,0.266578318698,0.478,0.0881816307402,0.43,0.0657267069006,0.568,0.120565334985,0.365,0.005,27.3684210526
209,2,,0.633333333333,0.622164679879,0.916666666667,1.3200967978,0.673333333333,0.624384141019,0.756666666667,1.0998434232,0.22,0.0989949493661,0.84,0.688936378291,0.366666666667,0.0825967446224,0.32,0.110754984839,0.668333333333,0.349352575806,0.39,0.0,0.376666666667,0.123378370155,0.49,0.134907375632,0.951666666667,0.852944247234,0.795,0.813935910663,0.4625,0.116913429511,15.7894736842
210,1,,0.934,0.587012776692,0.274,0.140797727254,0.248,0.152761251631,0.764,1.01620076757,0.86,0.681835757349,0.434,0.460460638926,0.544,0.468128187573,0.77,1.01907801468,0.412,0.485279301022,1.08666666667,0.690523151112,0.856,1.21546040659,0.556,0.373020106697,0.686,0.621694458717,0.504,0.504563177412,1.47,1.19,27.3684210526
211,2,,0.24,0.201636164557,0.465714285714,0.339573562106,0.368571428571,0.171082984996,0.314285714286,0.171452379299,0.16,0.0,0.134285714286,0.113119045113,0.4,0.452485201021,0.471428571429,0.355062512461,0.264285714286,0.179670900964,0.301666666667,0.132465928533,0.425714285714,0.466502400633,0.321428571429,0.524388857118,0.182857142857,0.131335370681,0.504285714286,0.434210519806,0.1525,0.0960143218484,0.0
212,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0
